"interaction","name","selected","shared interaction","shared name","start_year"
"Head","Guomindang (Head) 李根源","false","Head","Guomindang (Head) 李根源","1912"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 李濟深","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 李濟深","1927"
"Chairman","Guomindang (Chairman) 李濟深","false","Chairman","Guomindang (Chairman) 李濟深","1927"
"Central Supervisory Committee Member","Guomindang (Central Supervisory Committee Member) 李濟深","false","Central Supervisory Committee Member","Guomindang (Central Supervisory Committee Member) 李濟深","1945"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 李烈鈞","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 李烈鈞","1924"
"Central Supervisory Committee Member","Guomindang (Central Supervisory Committee Member) 李石曾","false","Central Supervisory Committee Member","Guomindang (Central Supervisory Committee Member) 李石曾","1924"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 李宗仁","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 李宗仁","1932"
"Member","Guomindang (Member) 廖仲愷","false","Member","Guomindang (Member) 廖仲愷","1923"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 廖仲愷","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 廖仲愷","1924"
"Head","Guomindang (Head) 林伯渠","false","Head","Guomindang (Head) 林伯渠","1924"
"Member","Guomindang (Member) 林森","false","Member","Guomindang (Member) 林森","1923"
"Central Supervisory Committee Member","Guomindang (Central Supervisory Committee Member) 柳亞子","false","Central Supervisory Committee Member","Guomindang (Central Supervisory Committee Member) 柳亞子","1926"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 劉峙","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 劉峙","1929"
"Head","Guomindang (Head) 盧漢","false","Head","Guomindang (Head) 盧漢","1949"
"Vice Chairman","Guomindang (Vice Chairman) 羅家倫","false","Vice Chairman","Guomindang (Vice Chairman) 羅家倫","1945"
"Secretary","Guomindang (Secretary) 羅綺園","false","Secretary","Guomindang (Secretary) 羅綺園","1925"
"Deputy Director","Guomindang (Deputy Director) 馬超俊","false","Deputy Director","Guomindang (Deputy Director) 馬超俊","1938"
"Member","Guomindang (Member) 馬占山","false","Member","Guomindang (Member) 馬占山","1941"
"Delegate","Guomindang (Delegate) 麥斯武德·沙比爾","false","Delegate","Guomindang (Delegate) 麥斯武德·沙比爾","1935"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 毛澤東","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 毛澤東","1924"
"Member","Guomindang (Member) 潘公展","false","Member","Guomindang (Member) 潘公展","1935"
"Member","Guomindang (Member) 潘公展","false","Member","Guomindang (Member) 潘公展","1942"
"Member","Guomindang (Member) 任卓宣","false","Member","Guomindang (Member) 任卓宣","1922"
"Head","Guomindang (Head) 任卓宣","false","Head","Guomindang (Head) 任卓宣","1924"
"Head","Guomindang (Head) 任卓宣","false","Head","Guomindang (Head) 任卓宣","1942"
"Chairman","Guomindang (Chairman) 任卓宣","false","Chairman","Guomindang (Chairman) 任卓宣","1949"
"Vice Chairman","Guomindang (Vice Chairman) 任卓宣","false","Vice Chairman","Guomindang (Vice Chairman) 任卓宣","1949"
"Representative","Guomindang (Representative) 邵力子","false","Representative","Guomindang (Representative) 邵力子","1925"
"Member","Guomindang (Member) 邵力子","false","Member","Guomindang (Member) 邵力子","1926"
"Director","Guomindang (Director) 邵元沖","false","Director","Guomindang (Director) 邵元沖","1926"
"Member","Guomindang (Member) 沈鈞儒","false","Member","Guomindang (Member) 沈鈞儒","1911"
"Secretary","Guomindang (Secretary) 沈雁冰","false","Secretary","Guomindang (Secretary) 沈雁冰","1926"
"Member","Guomindang (Member) 沈澤民","false","Member","Guomindang (Member) 沈澤民","1924"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 石瑛","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 石瑛","1924"
"Member","Guomindang (Member) 石瑛","false","Member","Guomindang (Member) 石瑛","1913"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 宋慶齡","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 宋慶齡","1926"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 宋子文","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 宋子文","1926"
"Minister","Guomindang (Minister) 宋子文","false","Minister","Guomindang (Minister) 宋子文","1926"
"Member","Guomindang (Member) 孫科","false","Member","Guomindang (Member) 孫科","1926"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 譚平山","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 譚平山","1926"
"Member","Guomindang (Member) 譚延闓","false","Member","Guomindang (Member) 譚延闓","1924"
"Member","Guomindang (Member) 譚延闓","false","Member","Guomindang (Member) 譚延闓","1924"
"Member","People 's political council (Member) 胡霖","false","Member","People 's political council (Member) 胡霖","1942"
"Member","Guomindang (Member) 譚延闓","false","Member","Guomindang (Member) 譚延闓","1924"
"Member","People 's political council (Member) 羅文幹","false","Member","People 's political council (Member) 羅文幹","1938"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 覃振","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 覃振","1924"
"Member","Guomindang (Member) 覃振","false","Member","Guomindang (Member) 覃振","1924"
"Chief","Guomindang (Chief) 覃振","false","Chief","Guomindang (Chief) 覃振","1931"
"Member","Guomindang (Member) 覃振","false","Member","Guomindang (Member) 覃振","1931"
"Secretary","Guomindang (Secretary) 陶希聖","false","Secretary","Guomindang (Secretary) 陶希聖","1927"
"Director","Guomindang (Director) 陶希聖","false","Director","Guomindang (Director) 陶希聖","1952"
"Central Supervisory Committee Member","Guomindang (Central Supervisory Committee Member) 王寵惠","false","Central Supervisory Committee Member","Guomindang (Central Supervisory Committee Member) 王寵惠","1926"
"Head","Guomindang (Head) 汪精衛","false","Head","Guomindang (Head) 汪精衛","1928"
"Vice Zongcai","Guomindang (Vice Zongcai) 汪精衛","false","Vice Zongcai","Guomindang (Vice Zongcai) 汪精衛","1937"
"Representative","Guomindang (Representative) 王正廷","false","Representative","Guomindang (Representative) 王正廷","1922"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 衛立煌","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 衛立煌","1935"
"Central Political Council Member","Guomindang (Central Political Council Member) 伍朝樞","false","Central Political Council Member","Guomindang (Central Political Council Member) 伍朝樞","1924"
"Secretary General","Guomindang (Secretary General) 伍朝樞","false","Secretary General","Guomindang (Secretary General) 伍朝樞","1924"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 伍朝樞","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 伍朝樞","1926"
"Minister","Guomindang (Minister) 吳國楨","false","Minister","Guomindang (Minister) 吳國楨","1945"
"Chief Aide","Guomindang (Chief Aide) 吳鐵城","false","Chief Aide","Guomindang (Chief Aide) 吳鐵城","1916"
"Member","Guomindang (Member) 吳鐵城","false","Member","Guomindang (Member) 吳鐵城","1924"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 吳鐵城","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 吳鐵城","1929"
"Secretary","Guomindang (Secretary) 吳玉章","false","Secretary","Guomindang (Secretary) 吳玉章","1924"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 吳玉章","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 吳玉章","1926"
"Secretary General","Guomindang (Secretary General) 吳玉章","false","Secretary General","Guomindang (Secretary General) 吳玉章","1926"
"Central Supervisory Committee Member","Guomindang (Central Supervisory Committee Member) 吳稚輝","false","Central Supervisory Committee Member","Guomindang (Central Supervisory Committee Member) 吳稚輝","1924"
"Member","Guomindang (Member) 吳忠信","false","Member","Guomindang (Member) 吳忠信","1935"
"Head","Guomindang (Head) 蕭佛成","false","Head","Guomindang (Head) 蕭佛成","1926"
"Central Supervisory Committee Member","Guomindang (Central Supervisory Committee Member) 蕭佛成","false","Central Supervisory Committee Member","Guomindang (Central Supervisory Committee Member) 蕭佛成","1929"
"Secretary","Guomindang (Secretary) 蕭同茲","false","Secretary","Guomindang (Secretary) 蕭同茲","1928"
"Member","Guomindang (Member) 謝覺哉","false","Member","Guomindang (Member) 謝覺哉","1924"
"Member","Guomindang (Member) 謝覺哉","false","Member","Guomindang (Member) 謝覺哉","1926"
"Member","Guomindang (Member) 熊克武","false","Member","Guomindang (Member) 熊克武","1935"
"Member","Guomindang (Member) 熊式輝","false","Member","Guomindang (Member) 熊式輝","1933"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 熊式輝","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 熊式輝","1935"
"Central Supervisory Committee Member","Guomindang (Central Supervisory Committee Member) 許崇智","false","Central Supervisory Committee Member","Guomindang (Central Supervisory Committee Member) 許崇智","1924"
"Central Supervisory Committee Member","Guomindang (Central Supervisory Committee Member) 許崇智","false","Central Supervisory Committee Member","Guomindang (Central Supervisory Committee Member) 許崇智","1931"
"Standing Committee Member","Guomindang (Standing Committee Member) 徐謙","false","Standing Committee Member","Guomindang (Standing Committee Member) 徐謙","1927"
"Central Supervisory Committee Member","Guomindang (Central Supervisory Committee Member) 徐永昌","false","Central Supervisory Committee Member","Guomindang (Central Supervisory Committee Member) 徐永昌","1935"
"General","Guomindang (General) 徐永昌","false","General","Guomindang (General) 徐永昌","1952"
"Member","Guomindang (Member) 徐永昌","false","Member","Guomindang (Member) 徐永昌","1952"
"Member","Guomindang (Member) 閻錫山","false","Member","Guomindang (Member) 閻錫山","1960"
"Presidential Adviser","Guomindang (Presidential Adviser) 閻錫山","false","Presidential Adviser","Guomindang (Presidential Adviser) 閻錫山","1960"
"Chairman","Beijing Political Affairs Council (Chairman) 黃郛","false","Chairman","Beijing Political Affairs Council (Chairman) 黃郛","1933"
"Member","Guomindang (Member) 楊虎城","false","Member","Guomindang (Member) 楊虎城","1931"
"Alternate Member","Guomindang (Alternate Member) 楊傑","false","Alternate Member","Guomindang (Alternate Member) 楊傑","1931"
"Member","Guomindang (Member) 堯樂博斯","false","Member","Guomindang (Member) 堯樂博斯","1945"
"Battalion Commander","Guomindang (Battalion Commander) 葉挺","false","Battalion Commander","Guomindang (Battalion Commander) 葉挺","1920"
"Member","Guomindang (Member) 葉挺","false","Member","Guomindang (Member) 葉挺","1920"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 余漢謀","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 余漢謀","1935"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 于右任","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 于右任","1924"
"Alternate Member","Guomindang (Alternate Member) 曾仲鳴","false","Alternate Member","Guomindang (Alternate Member) 曾仲鳴","1932"
"Secretary","Guomindang (Secretary) 張道藩","false","Secretary","Guomindang (Secretary) 張道藩","1928"
"Committee Member","Guomindang (Committee Member) 張道藩","false","Committee Member","Guomindang (Committee Member) 張道藩","1938"
"Member","Guomindang (Member) 張道藩","false","Member","Guomindang (Member) 張道藩","1945"
"Dean","Guomindang (Dean) 張道藩","false","Dean","Guomindang (Dean) 張道藩","1939"
"Chancellor","Guomindang (Chancellor) 張道藩","false","Chancellor","Guomindang (Chancellor) 張道藩","1941"
"Central Supervisory Committee Member","Guomindang (Central Supervisory Committee Member) 張發奎","false","Central Supervisory Committee Member","Guomindang (Central Supervisory Committee Member) 張發奎","1931"
"Member","Guomindang (Member) 張繼","false","Member","Guomindang (Member) 張繼","1924"
"Director","Guomindang (Director) 張繼","false","Director","Guomindang (Director) 張繼","1933"
"Executive Committee Member","Guomindang (Executive Committee Member) 張厲生","false","Executive Committee Member","Guomindang (Executive Committee Member) 張厲生","1924"
"Member","Guomindang (Member) 張厲生","false","Member","Guomindang (Member) 張厲生","1927"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 張厲生","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 張厲生","1935"
"Director","Guomindang (Director) 張厲生","false","Director","Guomindang (Director) 張厲生","1936"
"Chief","Guomindang (Chief) 張厲生","false","Chief","Guomindang (Chief) 張厲生","1936"
"Honorary Editor","Guomindang (Honorary Editor) 張默君","false","Honorary Editor","Guomindang (Honorary Editor) 張默君","1931"
"Member","Guomindang (Member) 張默君","false","Member","Guomindang (Member) 張默君","1933"
"Member","Guomindang (Member) 張默君","false","Member","Guomindang (Member) 張默君","1933"
"Member","Guomindang (Member) 張默君","false","Member","Guomindang (Member) 張默君","1935"
"Secretary General","Guomindang (Secretary General) 張其昀","false","Secretary General","Guomindang (Secretary General) 張其昀","1950"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 張其昀","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 張其昀","1952"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 張群","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 張群","1929"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 張人傑","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 張人傑","1924"
"Central Supervisory Committee Member","Guomindang (Central Supervisory Committee Member) 張人傑","false","Central Supervisory Committee Member","Guomindang (Central Supervisory Committee Member) 張人傑","1925"
"Member","Guomindang (Member) 張學良","false","Member","Guomindang (Member) 張學良","1930"
"Executive Committee Member","Guomindang (Executive Committee Member) 周恩來","false","Executive Committee Member","Guomindang (Executive Committee Member) 周恩來","1924"
"Delegate","Guomindang (Delegate) 周佛海","false","Delegate","Guomindang (Delegate) 周佛海","1929"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 周佛海","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 周佛海","1931"
"Director","Guomindang (Director) 周佛海","false","Director","Guomindang (Director) 周佛海","1937"
"Director","Guomindang (Director) 周佛海","false","Director","Guomindang (Director) 周佛海","1938"
"Member","Guomindang (Member) 朱德","false","Member","Guomindang (Member) 朱德","1912"
"Member","Guomindang (Member) 朱家驊","false","Member","Guomindang (Member) 朱家驊","1929"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 朱家驊","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 朱家驊","1935"
"Member","Guomindang (Member) 朱経農","false","Member","Guomindang (Member) 朱経農","1945"
"Standing Committee Member","Guomindang (Standing Committee Member) 朱経農","false","Standing Committee Member","Guomindang (Standing Committee Member) 朱経農","1945"
"Member","Guomindang (Member) 朱紹良","false","Member","Guomindang (Member) 朱紹良","1935"
"Member","Guomindang (Member) 鄒魯","false","Member","Guomindang (Member) 鄒魯","1924"
"Head","Chinese technical mission to washington (Head) 貝祖詒","false","Head","Chinese technical mission to washington (Head) 貝祖詒","1948"
"Dean","Youth Cadres Training School (Dean) 蔣經國","false","Dean","Youth Cadres Training School (Dean) 蔣經國","1944"
"Delegate","Comintern Conference (Delegate) 蔡暢","false","Delegate","Comintern Conference (Delegate) 蔡暢","1928"
"Presidium member","All-china federation of trade unions (Presidium member) 蔡暢","false","Presidium member","All-china federation of trade unions (Presidium member) 蔡暢","1957"
"Head","Jiangxi Provincial Committee of the Chinese Communist Party (Head) 蔡暢","false","Head","Jiangxi Provincial Committee of the Chinese Communist Party (Head) 蔡暢","1931"
"Head","Jiangxi Provincial Committee of the Chinese Communist Party (Head) 蔡暢","false","Head","Jiangxi Provincial Committee of the Chinese Communist Party (Head) 蔡暢","1931"
"Secretary","Women's Work Committee (Secretary) 蔡暢","false","Secretary","Women's Work Committee (Secretary) 蔡暢",
"Candidate Member","Executive Committee (Candidate Member) 康生","false","Candidate Member","Executive Committee (Candidate Member) 康生","1935"
"Delegate","Rumanian Workers Party (Delegate) 康生","false","Delegate","Rumanian Workers Party (Delegate) 康生","1960"
"Member","People 's revolutionary military council (Member) 蔡廷鍇","false","Member","People 's revolutionary military council (Member) 蔡廷鍇","1952"
"UND","Constitutionalist Party (UND) 李大明","false","UND","Constitutionalist Party (UND) 李大明","1928"
"Head","Constitutionalist Party (Head) 伍憲子","false","Head","Constitutionalist Party (Head) 伍憲子","1945"
"President","Control Yuan (President) 蔡元培","false","President","Control Yuan (President) 蔡元培","1928"
"Vice President","Control Yuan (Vice President) 丁惟汾","false","Vice President","Control Yuan (Vice President) 丁惟汾","1931"
"Member","Control Yuan (Member) 居正","false","Member","Control Yuan (Member) 居正","1948"
"Member","Control Yuan (Member) 吳忠信","false","Member","Control Yuan (Member) 吳忠信","1931"
"Vice President","Control Yuan (Vice President) 許崇智","false","Vice President","Control Yuan (Vice President) 許崇智","1931"
"Commissioner","Control Yuan (Commissioner) 鄒魯","false","Commissioner","Control Yuan (Commissioner) 鄒魯","1945"
"City Planner","People's Republic of China (City Planner) 梁思成","false","City Planner","People's Republic of China (City Planner) 梁思成","1949"
"Chairman","People's Republic of China (Chairman) 劉少奇","false","Chairman","People's Republic of China (Chairman) 劉少奇","1959"
"Executive Committee Member","People's Republic of China (Executive Committee Member) 吳貽芳","false","Executive Committee Member","People's Republic of China (Executive Committee Member) 吳貽芳","1957"
"Vice Chairman","People's Republic of China (Vice Chairman) 朱德","false","Vice Chairman","People's Republic of China (Vice Chairman) 朱德","1954"
"Director","United front work department (Director) 廖承志","false","Director","United front work department (Director) 廖承志","1951"
"Chairman","All-China Federation of Democratic Youth (Chairman) 廖承志","false","Chairman","All-China Federation of Democratic Youth (Chairman) 廖承志","1949"
"Vice Chairman","All-China Federation of Democratic Youth (Vice Chairman) 錢三強","false","Vice Chairman","All-China Federation of Democratic Youth (Vice Chairman) 錢三強","1949"
"Head","Workers Department (Head) 廖仲愷","false","Head","Workers Department (Head) 廖仲愷","1924"
"Secretary","Gongchandong (Secretary) 林彪","false","Secretary","Gongchandong (Secretary) 林彪","1949"
"Deputy Director","General Affairs Department (Deputy Director) 林伯渠","false","Deputy Director","General Affairs Department (Deputy Director) 林伯渠","1923"
"Minister","Left-Guomindang Regime (Minister) 林伯渠","false","Minister","Left-Guomindang Regime (Minister) 林伯渠",
"Committee Member","Constitutional Drafting Committee (Committee Member) 林長民","false","Committee Member","Constitutional Drafting Committee (Committee Member) 林長民","1922"
"Director","Central Party Headquarters (Director) 林森","false","Director","Central Party Headquarters (Director) 林森","1924"
"Chairman","Chinese Nationalist League (Chairman) 林森","false","Chairman","Chinese Nationalist League (Chairman) 林森","1914"
"Vice Chairman","Chinese Nationalist League (Vice Chairman) 林森","false","Vice Chairman","Chinese Nationalist League (Vice Chairman) 林森","1914"
"Secretary General","Third National Labor Congress (Secretary General) 劉少奇","false","Secretary General","Third National Labor Congress (Secretary General) 劉少奇","1926"
"Member","Jiangsu Executive Committee (Member) 柳亞子","false","Member","Jiangsu Executive Committee (Member) 柳亞子",
"Member","Political Consultative Conference (Member) 陸定一","false","Member","Political Consultative Conference (Member) 陸定一","1946"
"Delegate","Political Consultative Conference (Delegate) 莫德惠","false","Delegate","Political Consultative Conference (Delegate) 莫德惠","1946"
"Delegate","Political Consultative Conference (Delegate) 邵力子","false","Delegate","Political Consultative Conference (Delegate) 邵力子","1946"
"Committee Member","Political Consultative Conference (Committee Member) 章伯鈞","false","Committee Member","Political Consultative Conference (Committee Member) 章伯鈞","1946"
"Member","Guangdong Committee (Member) 儸登賢","false","Member","Guangdong Committee (Member) 儸登賢","1927"
"Head","War Area Political Affairs Commission (Head) 羅家倫","false","Head","War Area Political Affairs Commission (Head) 羅家倫","1928"
"Member","War Area Political Affairs Commission (Member) 羅家倫","false","Member","War Area Political Affairs Commission (Member) 羅家倫","1928"
"Deputy Director","Zhongyang Dangwu Xuexiao (Central Party Affairs Institute) (Deputy Director) 羅家倫","false","Deputy Director","Zhongyang Dangwu Xuexiao (Central Party Affairs Institute) (Deputy Director) 羅家倫","1927"
"Director","Peasant Movement Training Institute (Director) 羅綺園","false","Director","Peasant Movement Training Institute (Director) 羅綺園","1924"
"Director","Peasant Movement Training Institute (Director) 羅綺園","false","Director","Peasant Movement Training Institute (Director) 羅綺園","1924"
"Secretary","Communist University for Toilers of the East (Secretary) 羅亦農","false","Secretary","Communist University for Toilers of the East (Secretary) 羅亦農","1923"
"Member","Zhigongdang (Member) 馬超俊","false","Member","Zhigongdang (Member) 馬超俊",
"Delegate","World Peace Conference (Delegate) 曹禺","false","Delegate","World Peace Conference (Delegate) 曹禺",
"Delegate","World Peace Conference (Delegate) 吳貽芳","false","Delegate","World Peace Conference (Delegate) 吳貽芳","1955"
"Executive Secretary","Gonghedang [Republican Party] (Executive Secretary) 孟森","false","Executive Secretary","Gonghedang [Republican Party] (Executive Secretary) 孟森","1912"
"Member","Gonghedang [Republican Party] (Member) 王揖唐","false","Member","Gonghedang [Republican Party] (Member) 王揖唐","1912"
"Director","Gonghedang [Republican Party] (Director) 張謇","false","Director","Gonghedang [Republican Party] (Director) 張謇","1912"
"Committee Member","Revolutionary Committee (Committee Member) 彭湃","false","Committee Member","Revolutionary Committee (Committee Member) 彭湃","1927"
"Member","All-China Peasant Association (Member) 彭湃","false","Member","All-China Peasant Association (Member) 彭湃","1927"
"Instructor","Central Party School (Instructor) 陳伯達","false","Instructor","Central Party School (Instructor) 陳伯達","1937"
"Vice President","Central Party School (Vice President) 康生","false","Vice President","Central Party School (Vice President) 康生","1937"
"Head","Central Party School (Head) 李維漢","false","Head","Central Party School (Head) 李維漢","1932"
"Deputy Secretary","Supreme National Defense Council (Deputy Secretary) 陳布雷","false","Deputy Secretary","Supreme National Defense Council (Deputy Secretary) 陳布雷","1939"
"Member","Supreme National Defense Council (Member) 陳果夫","false","Member","Supreme National Defense Council (Member) 陳果夫","1945"
"Representative","Supreme National Defense Council (Representative) 鄧穎超","false","Representative","Supreme National Defense Council (Representative) 鄧穎超","1940"
"Deputy Secretary","Supreme National Defense Council (Deputy Secretary) 甘乃光","false","Deputy Secretary","Supreme National Defense Council (Deputy Secretary) 甘乃光","1942"
"Member","Supreme National Defense Council (Member) 黃炎培","false","Member","Supreme National Defense Council (Member) 黃炎培","1939"
"Chairman","Supreme National Defense Council (Chairman) 蔣介石","false","Chairman","Supreme National Defense Council (Chairman) 蔣介石","1939"
"Secretary General","Supreme National Defense Council (Secretary General) 王寵惠","false","Secretary General","Supreme National Defense Council (Secretary General) 王寵惠","1942"
"Member","Supreme National Defense Council (Member) 晏陽初","false","Member","Supreme National Defense Council (Member) 晏陽初",
"Secretary","Supreme National Defense Council (Secretary) 曾仲鳴","false","Secretary","Supreme National Defense Council (Secretary) 曾仲鳴","1937"
"Secretary General","Supreme National Defense Council (Secretary General) 張群","false","Secretary General","Supreme National Defense Council (Secretary General) 張群","1938"
"Secretary General","Supreme National Defense Council (Secretary General) 張群","false","Secretary General","Supreme National Defense Council (Secretary General) 張群","1939"
"Member","Supreme National Defense Council (Member) 鄒魯","false","Member","Supreme National Defense Council (Member) 鄒魯","1940"
"Director","Communist Youth Corps (Director) 秦邦憲","false","Director","Communist Youth Corps (Director) 秦邦憲","1931"
"Secretary General","Communist Youth Corps (Secretary General) 秦邦憲","false","Secretary General","Communist Youth Corps (Secretary General) 秦邦憲","1931"
"Lecturer","Training Schools for Peasant Cadres (Lecturer) 瞿秋白","false","Lecturer","Training Schools for Peasant Cadres (Lecturer) 瞿秋白","1926"
"Representative","Executive Headquarters (Representative) 饒漱石","false","Representative","Executive Headquarters (Representative) 饒漱石","1946"
"Political Adviser","Truce Agreement Executive Headquarters (Political Adviser) 饒漱石","false","Political Adviser","Truce Agreement Executive Headquarters (Political Adviser) 饒漱石",
"Faculty member","Central Cadres School (Faculty member) 任卓宣","false","Faculty member","Central Cadres School (Faculty member) 任卓宣","1943"
"Member","Chinese Socialist Youth Corps (Member) 任卓宣","false","Member","Chinese Socialist Youth Corps (Member) 任卓宣","1921"
"Member","French Communist Party (Member) 任卓宣","false","Member","French Communist Party (Member) 任卓宣","1921"
"Member","French Communist Party (Member) 王若飛","false","Member","French Communist Party (Member) 王若飛","1922"
"Director","Overseas Department (Director) 邵元沖","false","Director","Overseas Department (Director) 邵元沖",
"Member","Party Administration Committee for the War Areas (Member) 陳誠","false","Member","Party Administration Committee for the War Areas (Member) 陳誠","1939"
"Chairman","Chinese People's National Committee (Chairman) 宋慶齡","false","Chairman","Chinese People's National Committee (Chairman) 宋慶齡","1951"
"Representative","Beijing Executive Headquarters (Representative) 陳賡","false","Representative","Beijing Executive Headquarters (Representative) 陳賡","1946"
"Leader","Third Party (Leader) 譚平山","false","Leader","Third Party (Leader) 譚平山","1927"
"Staff Member","Beijing Executive Headquarters (Staff Member) 李克農","false","Staff Member","Beijing Executive Headquarters (Staff Member) 李克農","1946"
"Member","Third Party (Member) 章伯鈞","false","Member","Third Party (Member) 章伯鈞","1927"
"Negotiator","Beijing Executive Headquarters (Negotiator) 陸定一","false","Negotiator","Beijing Executive Headquarters (Negotiator) 陸定一","1946"
"Chief of Staff","Beijing Executive Headquarters (Chief of Staff) 羅瑞卿","false","Chief of Staff","Beijing Executive Headquarters (Chief of Staff) 羅瑞卿","1946"
"Representative","Northeast Truce Team (Representative) 譚政","false","Representative","Northeast Truce Team (Representative) 譚政","1946"
"Secretary","Zhejiang Provincial Party Committee (Secretary) 譚震林","false","Secretary","Zhejiang Provincial Party Committee (Secretary) 譚震林","1949"
"Member","Central Political Council (Member) 陳果夫","false","Member","Central Political Council (Member) 陳果夫","1927"
"Member","Central Political Council (Member) 陳銘樞","false","Member","Central Political Council (Member) 陳銘樞","1928"
"Central Political Council Member","Central Political Council (Central Political Council Member) 戴季陶","false","Central Political Council Member","Central Political Council (Central Political Council Member) 戴季陶","1924"
"Member","Central Political Council (Member) 邵力子","false","Member","Central Political Council (Member) 邵力子","1928"
"Assemblyman","National assembly (Assemblyman) 唐生智","false","Assemblyman","National assembly (Assemblyman) 唐生智","1948"
"Member","Central Political Council (Member) 吳稚輝","false","Member","Central Political Council (Member) 吳稚輝","1931"
"Deputy Secretary General","Central Political Council (Deputy Secretary General) 曾仲鳴","false","Deputy Secretary General","Central Political Council (Deputy Secretary General) 曾仲鳴","1932"
"Member","Central Political Council (Member) 張群","false","Member","Central Political Council (Member) 張群","1928"
"Central Political Council Member","Central Political Council (Central Political Council Member) 朱家驊","false","Central Political Council Member","Central Political Council (Central Political Council Member) 朱家驊","1935"
"Member","Tongmenghui (Member) 陳果夫","false","Member","Tongmenghui (Member) 陳果夫","1911"
"Member","Tongmenghui (Member) 陳銘樞","false","Member","Tongmenghui (Member) 陳銘樞","1908"
"Member","Tongmenghui (Member) 陳其美","false","Member","Tongmenghui (Member) 陳其美","1906"
"Member","Tongmenghui (Member) 程潛","false","Member","Tongmenghui (Member) 程潛","1906"
"Member","Tongmenghui (Member) 褚民誼","false","Member","Tongmenghui (Member) 褚民誼","1907"
"Member","Tongmenghui (Member) 戴季陶","false","Member","Tongmenghui (Member) 戴季陶","1910"
"Chief","Tongmenghui (Chief) 鄧澤如","false","Chief","Tongmenghui (Chief) 鄧澤如","1907"
"Chief","Tongmenghui (Chief) 鄧澤如","false","Chief","Tongmenghui (Chief) 鄧澤如","1907"
"Member","Guomindang Kai-tsu T'ungchih Hui [society of Comrades for Guomindang Reorganization] (Member) 陶希聖","false","Member","Guomindang Kai-tsu T'ungchih Hui [society of Comrades for Guomindang Reorganization] (Member) 陶希聖","1928"
"Fundraiser","Tongmenghui (Fundraiser) 鄧澤如","false","Fundraiser","Tongmenghui (Fundraiser) 鄧澤如","1907"
"Member","Tongmenghui (Member) 丁惟汾","false","Member","Tongmenghui (Member) 丁惟汾","1905"
"Director","Tongmenghui (Director) 丁惟汾","false","Director","Tongmenghui (Director) 丁惟汾","1912"
"Member","Tongmenghui (Member) 董必武","false","Member","Tongmenghui (Member) 董必武","1911"
